Strain,Project,Site,Species,Host family (plant) or order or class (lichen),Plant or Lichen host,Site-Host
SNP169,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP176,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP177,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP178,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP187,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP188,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP192,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP197,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP198,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP204,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP205,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP206,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP208,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP211,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP213,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP214,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP215,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP221,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP223,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP225,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
SNP226,Arizona,Tucson Mountains (Saguaro),Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Tucson Mountains (Saguaro)_Plant-angiosperm
